image_id,title,aspect_ratio,main_color,colors,tags,adult,aperture,camera,focal_length,google_place_id,iso,latitude,longitude,manufacturer,medical,orientation,racy,shutter_speed,software,spoof,violence,location
628241,Leaves of Brown Wooden Table,1.5098039216,"[212, 189, 163]","['#6b8e23', '#9acd32', '#cd5c5c', '#daa520', '#f0e68c', '#faebd7']","['autumn', 'autumn background', 'autumn leaves', 'autumn wallpaper', 'background', 'border', 'brown', 'color', 'colorful', 'decoration', 'design', 'detail', 'fall', 'fall background', 'fall leaves background', 'fall leaves wallpaper', 'fall wallpaper', 'foliage', 'frame', 'green', 'leaves', 'natural', 'organic', 'pattern', 'season', 'seasonal', 'space', 'table', 'texture', 'vibrant', 'vivid', 'wood', 'wooden', 'youtube background', 'youtube wallpaper']",unknown,8.0,NIKON D5100,24.0,,100.0,,,NIKON CORPORATION,unknown,1.0,unknown,4/1,Adobe Photoshop CS6 (Windows),unknown,unknown,
1421812,Blue Jazz Guitar Beside Desk,1.525,"[110, 85, 84]","['#000000', '#2f4f4f', '#483d8b', '#708090', '#a0522d', '#a52a2a', '#d2b48c', '#dcdcdc']","['blue', 'book shelves', 'books', 'colorful', 'decorations', 'design', 'electric guitar', 'furnitures', 'guitar', 'indoors', 'interior design', 'lamp', 'red', 'room', 'shelves', 'wall art', 'wood', 'wooden']",very_unlikely,1.7,SM-N950F,4.3,,160.0,,,samsung,very_unlikely,1.0,very_unlikely,,Snapseed 2.0,very_unlikely,very_unlikely,
639152,Tilt Shift Lens Photography of Green Flower,1.0,"[112, 119, 97]","['#2f4f4f', '#556b2f', '#778899', '#808000', '#9acd32']","['beautiful', 'blooming', 'blossom', 'bright', 'buds', 'close-up', 'color', 'delicate', 'environment', 'flower', 'from above', 'garden', 'green', 'growth', 'nature', 'outdoors', 'park', 'perennial', 'petal', 'petals', 'plant', 'season', 'summer', 'wild']",,2.8,V-LUX 4,11.4,,100.0,,,LEICA,,1.0,,1/250,Adobe Photoshop Elements 6.0 Windows,,,
3051609,Green Trees Under White and Blue Sky,1.8399462004,"[180, 195, 200]","['#556b2f', '#6495ed', '#696969', '#87cefa', '#d2b48c', '#daa520', '#f0f8ff']","['agriculture', 'bright', 'country', 'countryside', 'daylight', 'environment', 'farming', 'farmland', 'field', 'grass', 'grassland', 'green', 'growth', 'hill', 'landscape', 'nature', 'outdoors', 'pasture', 'rural', 'scenic', 'summer', 'travel']",very_unlikely,2.0,Canon EOS 6D,33.0,,100.0,,,Canon,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom Classic 7.0 (Macintosh),very_unlikely,very_unlikely,
1269968,Multicolored Abstract Painting,1.5851680185,"[176, 145, 75]","['#2f4f4f', '#556b2f', '#bdb76b', '#cd853f', '#daa520', '#deb887', '#ff4500', '#ffa500']","['4k wallpaper', 'abstract', 'abstract expressionism', 'abstract painting', 'acrylic paint', 'art', 'artistic', 'background', 'canvas', 'close-up', 'colorful', 'colorful background', 'colorful wallpaper', 'colourful', 'contemporary art', 'creative', 'creativity', 'design', 'expressionism', 'free wallpaper', 'full hd wallpaper', 'hd background', 'HD wallpaper', 'hd wallpaper desktop', 'paint', 'painting', 'wallpaper', 'wallpaper 4k', 'website background']",very_unlikely,6.3,NX1000,64.0,,200.0,,,SAMSUNG,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom 5.7 (Windows),very_unlikely,very_unlikely,
1557214,Silhouette With Fire Background,1.6527215475,"[163, 128, 59]","['#000000', '#8b4513', '#d2691e', '#eedd82', '#ff8c00', '#ffe4c4']","['backlit', 'blur', 'bright', 'color', 'dark', 'fire', 'flame', 'illuminated', 'light', 'portrait', 'side view', 'silhouette']",very_unlikely,8.0,Canon EOS 7D,50.0,ChIJkYgocFYl6IARJi7MRwF6Lo0,100.0,34.1705609,-118.8375937,Canon,unlikely,0.0,possible,,Adobe Photoshop Lightroom Classic 7.0 (Macintosh),very_unlikely,very_unlikely,"Thousand Oaks, CA, United States"
668959,Honeybee Perched on Yellow Petaled Flower in Closeup Photo,1.686985173,"[131, 110, 33]","['#000000', '#2f4f4f', '#556b2f', '#daa520']","['bee', 'blooming', 'blossom', 'blur', 'bright', 'color', 'flora', 'flower', 'garden', 'growth', 'honey', 'honeybee', 'insect', 'landscape', 'little', 'macro', 'outdoors', 'petals', 'pollen', 'pollination', 'summer', 'yellow']",,,,,,,,,,,0.0,,,,,,
2532087,Photo of a Man and Woman Riding Carriage,1.5028248588,"[54, 54, 52]","['#2f4f4f', '#808080', '#a0522d']","['adults', 'carriage', 'couple', 'elder', 'facial expression', 'man', 'outdoors', 'riding', 'senior', 'street', 'transportation system', 'vehicle', 'vintage', 'woman']",very_unlikely,1.8,NIKON D700,50.0,,640.0,,,NIKON CORPORATION,very_unlikely,1.0,unlikely,,Adobe Photoshop CS6 (Macintosh),very_unlikely,very_unlikely,
2115695,Temple Photo,0.5381144991,"[214, 0, 0]","['#000000', '#8b0000', '#ff0000']","['abstract', 'ancient', 'architecture', 'art', 'bright', 'building', 'church', 'color', 'facade', 'filter', 'historic', 'historical', 'light', 'low angle shot', 'red', 'red background', 'red wallpaper', 'religion', 'retro', 'surreal', 'symbol', 'theater', 'tower', 'travel', 'vintage']",very_unlikely,,,,ChIJVTTpPWEQW0cRKP4kN2h9bws,,45.2671352,19.8335496,,very_unlikely,0.0,very_unlikely,,,very_unlikely,very_unlikely,"Novi Sad, Vojvodina, Serbia"
1203804,Black And Grey Camera On White Surface,1.0,"[201, 202, 198]","['#000000', '#696969', '#dcdcdc']","['analogue', 'antique', 'camera', 'classic', 'design', 'electronics', 'flatlay', 'vintage']",very_unlikely,,,,,,,,,very_unlikely,0.0,very_unlikely,,,very_unlikely,very_unlikely,
570047,Green Woven Pavement,1.5,"[115, 128, 75]","['#000000', '#556b2f', '#696969', '#fafad2']","['abstract', 'art', 'background', 'design', 'detail', 'geometric', 'geometric background', 'geometric wallpaper', 'grid', 'modern', 'mosaic', 'pattern', 'retro', 'shapes', 'square', 'surface', 'texture', 'texture background', 'texture wallpaper', 'website background']",unknown,10.0,Canon EOS M,22.0,,100.0,,,Canon,unknown,0.0,unknown,1/50,Adobe Photoshop Lightroom 6.9 (Windows),unknown,unknown,
2563017,"Vinyl Records, Discs And Three Cassette Tapes",1.5,"[85, 48, 28]","['#000000', '#8b4513', '#bc8f8f', '#d2691e', '#e9967a']","['cassette', 'cassette tape', 'cd', 'cds', 'classic', 'discs', 'lp', 'retro', 'vintage', 'vinyl record']",very_unlikely,2.8,Canon EOS 7D,50.0,,200.0,,,Canon,unlikely,0.0,possible,,VSCO Android Version: v108 (2602),very_unlikely,very_unlikely,
735553,Photo of  Bicycle on the Pavement,1.5,"[159, 94, 78]","['#000000', '#808080', '#a0522d', '#b22222', '#dcdcdc', '#deb887']","['architecture', 'building', 'city', 'exterior', 'facade', 'outdoors', 'pavement', 'road', 'rome', 'street', 'town', 'travel', 'urban', 'vintage', 'wall', 'windows']",,3.5,Canon EOS 5D Mark II,50.0,,100.0,,,Canon,,1.0,,,Adobe Photoshop CS5 Windows,,,
2845269,Closeup Photography of Purple Flowers With Green Leaves,0.6656844361,"[70, 63, 43]","['#000000', '#556b2f', '#696969', '#808000', '#d8bfd8', '#db7093', '#dda0dd']","['bloom', 'blooming', 'blossom', 'botanical', 'color', 'delicate', 'flora', 'flowering bush', 'flowers', 'garden', 'garden flowers', 'green leaves', 'hydrangea', 'lavender', 'leaves', 'nature', 'nature photography', 'plant background', 'plants', 'purple', 'purple flowers', 'summer', 'summer flower', 'vintage']",very_unlikely,3.2,X-T30,28.9,,100.0,,,FUJIFILM,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom Classic 8.2 (Macintosh),very_unlikely,very_unlikely,
1164539,Analog Wall Clock Showing 2:25 Time,1.5,"[170, 140, 113]","['#8b4513', '#a0522d', '#bc8f8f', '#deb887']","['board', 'cans', 'clock', 'close-up', 'design', 'indoors', 'lights', 'metal', 'numbers', 'old clock', 'retro', 'time', 'wall', 'wall clock', 'wire', 'wood', 'wooden']",very_unlikely,2.2,Canon EOS 60D,50.0,ChIJsU1CR_eNTTARAuhXB4gs154,100.0,15.870032,100.992541,Canon,very_unlikely,1.0,unlikely,,Adobe Photoshop CC 2018 (Macintosh),very_unlikely,very_unlikely,"Tambon Nong Chaeng, จ.เพชรบูรณ์, Thailand"
2343505,Classic Car,1.5,"[86, 98, 101]","['#2f4f4f', '#808080', '#d3d3d3']","['automobile', 'automotive', 'beetle', 'brazil', 'car', 'classic', 'headlight', 'paraná', 'transportation system', 'vehicle', 'vintage', 'volkswagen', 'volkswagen beetle']",very_unlikely,1.4,Canon EOS REBEL T5,30.0,ChIJ3bPNUVPj3JQRCejLuqVrL20,100.0,-25.4289541,-49.267137,Canon,very_unlikely,0.0,unlikely,,Adobe Photoshop Lightroom Classic 8.3 (Macintosh),very_unlikely,very_unlikely,"Curitiba, PR, Brazil"
1426968,Green and White Volkswagen T1,1.5004680187,"[106, 117, 108]","['#000000', '#008b8b', '#2f4f4f', '#696969', '#c0c0c0', '#cd853f']","['automobile', 'chrome', 'classic', 'combi', 'daytime', 'design', 'headlight', 'luxury', 'outdoors', 'public show', 'style', 'transportation', 'transportation system', 'van', 'vehicle', 'vintage', 'volkswagen']",very_unlikely,1.8,Canon EOS 1300D,50.0,,100.0,,,Canon,very_unlikely,0.0,very_unlikely,,,very_unlikely,very_unlikely,
2052939,White and Brown Book on Table Near Couch,1.2532117696,"[137, 128, 121]","['#000000', '#696969', '#808080']","['book', 'brown', 'carpet', 'comfort', 'comfy', 'contemporary', 'couch', 'cozy', 'design', 'empty', 'family', 'flooring', 'furniture', 'home', 'indoors', 'interior', 'interior design', 'lounge', 'luxury', 'modern', 'relax', 'retro', 'room', 'seat', 'sofa', 'table', 'tiled floor', 'tiles', 'wood']",unlikely,,,,ChIJk9Owd1FmXj4RjsvTFRagkiE,,24.495098,54.3840413,,very_unlikely,0.0,possible,,,very_unlikely,very_unlikely,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
327391,High Angle View of City,1.4657762938,"[124, 140, 149]","['#2f4f4f', '#708090', '#a0522d', '#dcdcdc']","['architecture', 'bay', 'bergen', 'boats', 'buildings', 'business', 'city', 'cityscape', 'harbor', 'high angle shot', 'marina', 'norway', 'ocean', 'outdoors', 'sea', 'seashore', 'travel', 'urban', 'water', 'watercrafts']",unknown,5.6,ILCE-7RM2,75.0,,,,,SONY,unknown,0.0,unknown,1/250,,unknown,unknown,
3163559,Photo Of Person Standing On Top Of Rock,0.7998046875,"[162, 169, 167]","['#000000', '#808080', '#f5f5f5']","['adult', 'adventure', 'daytime', 'environment', 'geological formation', 'idyllic', 'model', 'nature', 'ocean', 'oceanshore', 'oceanside', 'outdoors', 'outside', 'peaceful', 'person', 'photoshoot', 'rock formation', 'rocks', 'rocky', 'scenery', 'scenic', 'sea', 'seashore', 'seaside', 'shore', 'sky', 'stand', 'standing', 'stones', 'tranquil']",very_unlikely,4.0,ILCE-7RM3,17.0,,125.0,,,SONY,very_unlikely,1.0,very_unlikely,,Instagram,very_unlikely,very_unlikely,
813788,Group of People Standing at the Front of Carousel,1.5,"[92, 70, 105]","['#000000', '#696969', '#7b68ee', '#a0522d', '#d2b48c', '#dda0dd']","['architecture', 'buildings', 'carousel', 'evening', 'exterior', 'lights', 'night', 'outdoors', 'people', 'sight', 'street', 'town', 'urban', 'windows']",,4.5,Canon EOS 6D,35.0,,800.0,,,Canon,,0.0,,,Adobe Photoshop Lightroom 5.7.1 (Windows),,,
479391,Pink Cherry Blossoms,1.303030303,"[179, 127, 134]","['#a0522d', '#b0c4de', '#bc8f8f', '#ffe4e1']","['background', 'beautiful', 'bloom', 'blooming', 'blossom', 'blur', 'bright', 'cherry', 'close-up', 'color', 'colorful', 'delicate', 'depth of field', 'fall', 'flora', 'flowers', 'group', 'growth', 'landscape', 'leaves', 'nature', 'ornamental', 'outdoors', 'petals', 'pink', 'pink background', 'pink flowers', 'plant', 'romantic', 'sakura', 'scene', 'season', 'serene', 'spring', 'thailand', 'tree branches', 'wood']",unknown,6.3,E-300,84.0,,100.0,,,OLYMPUS IMAGING CORP.,unknown,1.0,unknown,1/400,Version 1.0                    ,unknown,unknown,
417253,Gray and White Tower Crane Beside Body of Water,0.6874888133,"[155, 129, 104]","['#000000', '#696969', '#bc8f8f', '#eedd82']","['architecture', 'beach', 'clouds', 'industry', 'landscape', 'location', 'netherlands', 'north', 'north sea', 'ocean', 'outdoors', 'pier', 'port', 'sea', 'ship', 'sightseeing', 'sky', 'travel', 'water', 'watercraft', 'waves']",,5.6,NIKON D3300,55.0,,,,,NIKON CORPORATION,,0.0,,1/1000,,,,
1396018,Pink Clustered Flowers,0.6666666667,"[140, 85, 90]","['#000000', '#2f4f4f', '#696969', '#a0522d', '#a52a2a', '#db7093', '#ffb6c1']","['beautiful', 'blooming', 'blossom', 'botanical', 'bright', 'close-up', 'cluster', 'color', 'flora', 'flowers', 'garden', 'growth', 'outdoors', 'petals', 'pink flowers', 'plants', 'season']",very_unlikely,,,,,,,,,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom 5.7.1 (Macintosh),very_unlikely,very_unlikely,
2318990,Portrait of a golden retriever,0.6942547208,"[152, 127, 107]","['#000000', '#8b4513', '#a9a9a9', '#bc8f8f', '#cd853f']","['animal', 'baby dog', 'canine', 'cool wallpaper', 'cute', 'dog', 'dog head', 'dogs', 'domestic', 'domestic animal', 'fur', 'golden retriever', 'looking', 'mammal', 'outdoors', 'pet', 'pet dog', 'pet portrait', 'pets', 'portrait', 'retriever', 'sunset']",very_unlikely,1.8,Pixel 3 XL,4.44,,57.0,,,Google,very_unlikely,1.0,very_unlikely,,Snapseed 2.0,possible,very_unlikely,
2157297,Gray Street Post Near Buildings,0.6666666667,"[155, 164, 163]","['#556b2f', '#696969', '#d2b48c', '#dcdcdc']","['architectural design', 'architecture', 'blue sky', 'building', 'building exterior', 'business', 'clouds', 'colors', 'concrete', 'contemporary', 'daylight', 'daytime', 'design', 'estate', 'exterior', 'glass items', 'landmark', 'landscape', 'modern', 'modern architecture', 'modern building', 'outdoors', 'property', 'real estate', 'sight', 'sky', 'steel', 'structure', 'tall', 'trees', 'urban']",very_unlikely,2.8,Canon EOS M5,17.0,ChIJ0WGkg4FEzpQRrlsz_whLqZs,200.0,-23.5505199,-46.6333094,Canon,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom Classic 8.2 (Macintosh),unlikely,very_unlikely,"São Paulo, SP, Brazil"
3042415,Car On The Road,1.5,"[108, 92, 82]","['#000000', '#696969', '#8b4513', '#d2b48c', '#faf0e6']","['asphalt', 'car', 'drive', 'road', 'transportation system', 'travel', 'vehicle']",very_unlikely,5.6,ILCE-7M3,85.0,,125.0,,,SONY,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom Classic 8.4.1 (Macintosh),very_unlikely,very_unlikely,
3042599,Sea Waves In The Ocean Close The The Shore,0.6666666667,"[148, 159, 164]","['#696969', '#d3d3d3']","['beach', 'foam', 'landscape', 'ocean', 'outdoors', 'sand', 'sea', 'seascape', 'seashore', 'shore', 'splash', 'summer', 'surf', 'tide', 'travel', 'water', 'wave', 'waves']",very_unlikely,9.0,ILCE-7M3,85.0,,100.0,,,SONY,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom Classic 8.4.1 (Macintosh),very_unlikely,very_unlikely,
2869557,View Of City At Night,0.6654472288,"[120, 109, 96]","['#000000', '#696969', '#a0522d', '#c0c0c0', '#cd853f']","['aerial', 'buildings', 'city', 'dawn', 'downtown', 'dusk', 'evening', 'illuminated', 'landscape', 'light streaks', 'lights', 'night', 'outdoors', 'reflection', 'road', 'street', 'transportation system', 'travel', 'urban', 'vehicles']",very_unlikely,11.0,NIKON D700,70.0,,100.0,,,NIKON CORPORATION,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom 6.5 (Macintosh),very_unlikely,very_unlikely,
1460658,Photography of Waterfalls,0.6666666667,"[91, 100, 89]","['#556b2f', '#696969', '#778899', '#c0c0c0']","['adventure', 'cascade', 'clouds', 'daylight', 'environment', 'explore', 'hike', 'hiking', 'landscape', 'moss', 'mountain', 'nature', 'nature background', 'outdoors', 'river', 'rocks', 'scenic', 'summer', 'tourism', 'travel', 'water', 'waterfall', 'waterfalls', 'wild', 'wood']",very_unlikely,8.0,Canon EOS 6D,24.0,,50.0,,,Canon,very_unlikely,0.0,very_unlikely,,Adobe Photoshop Lightroom Classic 7.5 (Macintosh),very_unlikely,very_unlikely,
2712948,Woman Wearing Black Leather Top,0.6666666667,"[14, 14, 16]","['#000000', '#bc8f8f']","['art', 'beautiful', 'black background', 'black jacket', 'black leather jacket', 'costume', 'dark', 'face', 'fantasy', 'fashion', 'feathers', 'female', 'female model', 'girl', 'headdress', 'leather', 'makeup', 'model', 'person', 'photoshoot', 'pose', 'style', 'wear', 'woman']",very_unlikely,8.0,Canon EOS 5D Mark III,30.0,ChIJRcbZaklDXz4RYlEphFBu5r0,100.0,25.2048493,55.2707828,Canon,very_unlikely,1.0,unlikely,,Adobe Photoshop CS6 (Macintosh),very_unlikely,very_unlikely,"Dubai, Dubai, United Arab Emirates"
1018234,Clear Mason Jar With Sliced Lemon,0.6666666667,"[73, 63, 50]","['#000000', '#696969']","['bar', 'beverage', 'citrus', 'close-up', 'cocktail', 'cold', 'color', 'container', 'cool', 'dark', 'drink', 'fresh', 'fruit', 'glass', 'ice', 'juice', 'lemon', 'liquid', 'mystical', 'refreshing', 'refreshment', 'slice', 'smoke', 'straw']",very_unlikely,1.8,NIKON D5200,35.0,ChIJ8Wyv4WBspxQR4qoZAjmObl0,1250.0,39.3621896,22.942159,NIKON CORPORATION,very_unlikely,1.0,very_unlikely,,Adobe Photoshop Lightroom 6.1 (Windows),unlikely,very_unlikely,"Volos, Greece"
747007,Girl Wearing in Black Scoop-neck Short-sleeved Shirt,0.5626666667,"[56, 56, 56]","['#000000', '#696969', '#a9a9a9']","['beautiful', 'black and white', 'child', 'cute', 'eyes', 'face', 'facial expression', 'fantasy', 'fashion', 'girl', 'goggles', 'hair', 'little', 'model', 'person', 'portrait', 'smile', 'wear', 'young']",,1.4,SLT-A77V,50.0,,100.0,,,SONY,,0.0,,,Adobe Photoshop Lightroom 6.6.1 (Windows),,,
1234480,Woman Wearing Cardigan,0.7277079593,"[125, 101, 83]","['#696969', '#bc8f8f', '#d2b48c']","['adult', 'art', 'beautiful', 'beautiful girl', 'beauty', 'costume', 'dreamcatcher', 'dress', 'face paint', 'fantasy', 'fashion', 'girl', 'hairstyle', 'halloween', 'model', 'outdoors', 'person', 'photoshoot', 'pose', 'style', 'traditional', 'wear', 'woman']",unlikely,1.4,Canon EOS 6D,50.0,,100.0,,,Canon,very_unlikely,1.0,likely,,Adobe Photoshop CC 2018 (Windows),very_unlikely,very_unlikely,
1125864,Woman With Black Pullover Hoodie With Gold Aviator-style Eyeglasses,0.6666666667,"[48, 47, 53]","['#000000', '#778899']","['adult', 'art', 'creepy', 'dark', 'eye', 'face', 'fantasy', 'fashion', 'female', 'female model', 'girl', 'glamour', 'glasses', 'hoodie', 'mask', 'model', 'mystery', 'person', 'photoshoot', 'portrait', 'pose', 'skin', 'style', 'veil', 'wear', 'woman']",very_unlikely,2.5,Canon EOS 600D,50.0,,200.0,,,Canon,very_unlikely,1.0,possible,,Adobe Photoshop CC 2017 (Windows),very_unlikely,very_unlikely,
2524954,Woman With Purple Flower Headress Holding Cheeks,1.5,"[116, 90, 101]","['#000000', '#483d8b', '#bc8f8f', '#dda0dd']","['beautiful', 'beauty', 'fantasy', 'fantasy background', 'fantasy wallpaper', 'flowers', 'glamour', 'model', 'person', 'portrait', 'pretty', 'woman']",unlikely,1.4,ILCE-6000,30.0,,100.0,,,SONY,very_unlikely,0.0,very_likely,,PortraitPro Studio Max 17,very_unlikely,very_unlikely,
2577926,Two Men in Street Parade,0.6666666667,"[70, 64, 62]","['#000000', '#696969', '#a9a9a9', '#d2b48c']","['art', 'celebration', 'close-up', 'colorful', 'costumes', 'culture', 'decoration', 'disguise', 'face', 'face paint', 'fantasy', 'festival', 'gay', 'gay pride', 'gay pridefur h', 'gold', 'hat', 'lgbt', 'lgbt h', 'lgbtq', 'mask', 'masquerade', 'multicolor', 'mystery', 'outfit', 'parade', 'people', 'portrait', 'pride', 'pride festival', 'rainbow colors', 'traditional', 'wear']",very_unlikely,,,,EjJBdi4gUGF1bGlzdGEgLSBCZWxhIFZpc3RhLCBTw6NvIFBhdWxvIC0gU1AsIEJyYXppbCIuKiwKFAoSCRWjCtrIWc6UEWp3yfIxlJ_VEhQKEglhPUZWt1nOlBFkCfT35tHzCQ,,-23.566084,-46.6507953,,very_unlikely,0.0,unlikely,,,very_unlikely,unlikely,"SP, Brazil"
1463919,Woman Swimming,0.7954688483,"[41, 51, 44]","['#2f4f4f', '#5f9ea0', '#d2b48c']","['adult', 'art', 'ballet', 'beauty', 'blue jeans', 'breath', 'concept', 'contemporary', 'dancer', 'dark', 'deep', 'emotion', 'energy', 'fantasy', 'fashion', 'female', 'fiction', 'freedom', 'girl', 'glamour', 'ideas', 'infinity', 'life', 'live', 'long hair', 'love', 'magic', 'majestic', 'model', 'motion', 'music', 'mystery', 'performance', 'person', 'portrait', 'pose', 'recreation', 'spirituality', 'stage', 'studio', 'underwater', 'vogue', 'water', 'woman', 'woman underwater', 'young']",unlikely,9.5,DSLR-A850,135.0,,100.0,,,SONY,very_unlikely,1.0,very_likely,,Adobe Photoshop CS6 (Macintosh),unlikely,very_unlikely,
414064,River Surrounded by Trees,1.7777777778,"[75, 83, 87]","['#000000', '#191970', '#483d8b', '#556b2f', '#6495ed', '#696969', '#808000', '#a9a9a9']","['beautiful', 'blue', 'clouds', 'cloudscape', 'color', 'colorful', 'dawn', 'daylight', 'evening', 'fall', 'forest', 'germany', 'golden light', 'hdr', 'hiking', 'idyllic', 'lake', 'landscape', 'light', 'mood', 'mystical', 'nature', 'outdoors', 'park', 'reflection', 'river', 'romantic', 'scenic', 'season', 'sky', 'summer', 'travel', 'trees', 'water', 'wood']",,9.0,ILCE-6300,30.0,,,,,SONY,,0.0,,1/200,,,,
1461013,Photography of Person Holding Bat With Spike,0.6666666667,"[26, 26, 26]","['#000000', '#2f4f4f', '#808080', '#dcdcdc']","['beautiful', 'beauty', 'black background', 'contemporary', 'costume', 'dark', 'design', 'fantasy', 'fantasy background', 'fantasy wallpaper', 'female', 'girl', 'model', 'modern', 'person', 'profile', 'side view', 'studio', 'warrior', 'wear', 'woman', 'young']",very_unlikely,1.8,DSLR-A850,135.0,,400.0,,,SONY,very_unlikely,1.0,unlikely,,DSLR-A850 v1.00,very_unlikely,very_unlikely,
2495695,Women Wearing a Black Crown Close-up Photography,0.6654135338,"[109, 125, 136]","['#2f4f4f', '#778899', '#dcdcdc']","['attractive', 'beautiful', 'beauty', 'casual', 'close-up', 'colors', 'daylight', 'daytime', 'eyes', 'face', 'facial expression', 'fantasy', 'fantasy background', 'fantasy wallpaper', 'fashion', 'fashionable', 'female', 'girl', 'hair', 'hairstyle', 'hands', 'human', 'lady', 'lips', 'looking', 'makeup', 'model', 'nails', 'person', 'photoshoot', 'pose', 'posing', 'pretty', 'skin', 'wear', 'woman', 'young', 'young woman', 'youth']",very_unlikely,1.8,NIKON D3,50.0,,200.0,,,NIKON CORPORATION,very_unlikely,1.0,unlikely,,Adobe Photoshop CS6 (Windows),very_unlikely,very_unlikely,
